destination_key,destination_city,destination_country,detailed_region,matched,unesco_score,michelin_score,allocentric_score,weather_mean,weather_best_month,trips,travelers,beach_share,ski_share,holiday_share,median_duration_days,median_accommodation_cost,median_transportation_cost
Shannon|Ireland,Shannon,Ireland,Northern Europe,False,,,,,,1,1,0.0,0.0,0.0,6.0,2050.0,1000.0
Singapore|Singapore,Singapore,Singapore,South-eastern Asia,True,2.89,9.04,0.3527,6.74,june,4,2,1.0,0.0,0.0,5.0,3325.0,1150.0
Split|Croatia,Split,Croatia,Southern Europe,True,6.71,4.82,0.6103,,,1,1,0.0,0.0,0.0,5.0,,
Spokane|United States,Spokane,United States,Northern America,True,0.0,0.0,0.4082,7.27,june,19,2,0.0,0.0,0.5263,4.0,1100.0,240.0
St. John's|Canada,St. John's,Canada,Northern America,False,,,,,,1,1,0.0,0.0,0.0,5.0,,
St. Louis|United States,St. Louis,United States,Northern America,True,2.89,0.0,0.2461,7.07,august,14,2,0.0,0.0,0.0,4.0,887.5,275.0
Stockholm|Sweden,Stockholm,Sweden,Northern Europe,True,5.78,5.99,0.3648,6.99,june,2,2,0.0,0.0,0.0,5.5,1950.0,950.0
Sydney|Australia,Sydney,Australia,Australia and New Zealand,True,4.58,0.0,0.3238,7.14,september,40,14,0.375,0.0,0.0,14.0,2875.0,1075.0
Taipei|Taiwan,Taipei,Taiwan,Eastern Asia,True,0.0,8.44,0.302,6.84,august,5,2,1.0,0.0,0.0,12.0,3000.0,1075.0
Tampa|United States,Tampa,United States,Northern America,True,0.0,5.67,0.1902,7.48,april,33,3,1.0,0.0,0.303,5.0,1125.0,350.0
Tashkent|Uzbekistan,Tashkent,Uzbekistan,Central Asia,True,2.89,0.0,0.5897,7.31,september,1,1,0.0,0.0,0.0,5.0,,
Tbilisi|Georgia,Tbilisi,Georgia,Western Asia,True,2.89,0.0,0.6859,7.47,november,1,1,0.0,0.0,0.0,5.0,,
Tehran|Iran,Tehran,Iran,Southern Asia,True,5.78,0.0,0.6508,7.81,june,1,1,0.0,0.0,0.0,5.0,,
Tel Aviv|Israel,Tel Aviv,Israel,Western Asia,True,4.58,0.0,0.4469,7.9,june,1,1,1.0,0.0,0.0,5.0,,
Tokyo|Japan,Tokyo,Japan,Eastern Asia,True,2.89,9.99,0.2007,7.23,february,75,21,0.0667,0.0,0.0,12.0,3000.0,1075.0
Toronto|Canada,Toronto,Canada,Northern America,True,0.0,7.17,0.1631,6.7,july,55,9,0.0,0.0,0.2727,4.0,950.0,300.0
Traverse City|United States,Traverse City,United States,Northern America,False,,,,,,35,2,0.0,0.0,0.2857,3.0,900.0,260.0
Tripoli|Libya,Tripoli,Libya,Northern Africa,True,0.0,0.0,0.7178,7.94,july,1,1,0.0,0.0,0.0,5.0,,
Vail|United States,Vail,United States,Northern America,False,,,,,,4,2,0.0,1.0,0.0,7.0,3300.0,482.5
Vancouver|Canada,Vancouver,Canada,Northern America,True,0.0,6.85,0.2439,6.92,july,13,6,0.0,0.0,0.0,5.0,925.0,275.0
Venice|Italy,Venice,Italy,Southern Europe,True,7.47,6.95,0.3843,,,5,5,0.6,0.0,0.0,13.0,2762.5,950.0
Veracruz|Mexico,Veracruz,Mexico,Central America,True,0.0,0.0,0.6949,7.09,march,1,1,1.0,0.0,0.0,4.0,675.0,425.0
Vienna|Austria,Vienna,Austria,Western Europe,True,6.71,7.14,0.356,7.1,june,2,2,0.0,0.0,0.0,5.0,,
"Washington, D.C.|United States","Washington, D.C.",United States,Northern America,True,0.0,7.41,0.1144,6.95,august,1,1,1.0,0.0,0.0,7.0,1675.0,850.0
Washington|United States,Washington,United States,Northern America,True,0.0,7.41,0.1144,6.95,august,32,8,0.1875,0.0,0.3125,4.0,1025.0,300.0
West Palm Beach|United States,West Palm Beach,United States,Northern America,False,,,,,,20,1,0.0,0.0,0.5,8.0,1200.0,362.5
Windhoek|Namibia,Windhoek,Namibia,Southern Africa,True,0.0,0.0,0.6482,7.79,may,1,1,0.0,0.0,0.0,5.0,,
Yangon|Burma,Yangon,Burma,South-eastern Asia,False,,,,,,1,1,0.0,0.0,0.0,5.0,,
Yerevan|Armenia,Yerevan,Armenia,Western Asia,True,4.58,0.0,0.6807,7.49,june,1,1,0.0,0.0,0.0,5.0,,
Zurich|Switzerland,Zurich,Switzerland,Western Europe,True,2.89,8.07,0.2829,7.04,june,3,3,0.0,0.0,0.0,12.0,3300.0,1080.0
