UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,AIRCRAFT_TYPE,MONTH
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,698,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,721,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,721,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,721,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,838,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,838,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,838,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,838,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,839,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,839,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,839,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,839,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,839,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,888,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,888,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,888,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,888,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11292,DEN,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,612,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,612,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,698,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,698,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,698,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,838,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,838,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,838,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,838,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,839,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,839,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,839,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,839,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,839,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,888,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,888,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,888,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,888,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,11618,EWR,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,614,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,614,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,694,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,698,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,838,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,838,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,838,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,838,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,839,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,839,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,839,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,839,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,888,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,888,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,888,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,888,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12264,IAD,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,612,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,612,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,612,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,614,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,614,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,634,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,634,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,634,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,694,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,694,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,694,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,694,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,698,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,698,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,698,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,698,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,838,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,838,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,838,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,838,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,839,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,839,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,839,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,839,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,839,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,888,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,888,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,888,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,888,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12266,IAH,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12892,LAX,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12892,LAX,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12892,LAX,839,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12892,LAX,839,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12892,LAX,839,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12892,LAX,888,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12892,LAX,888,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,12892,LAX,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13342,MKE,721,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,614,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,614,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,614,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,614,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,694,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,694,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,694,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,698,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,698,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,721,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,721,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,721,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,721,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,721,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,838,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,838,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,838,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,839,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,839,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,839,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,839,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,839,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,888,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,888,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,888,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,888,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,13930,ORD,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14122,PIT,838,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14492,RDU,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14512,RFD,721,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,614,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,614,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,614,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,614,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,637,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,694,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,694,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,694,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,694,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,694,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,698,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,698,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,698,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,698,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,698,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,721,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,721,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,721,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,721,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,838,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,838,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,838,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,838,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,839,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,839,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,839,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,839,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,839,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,888,1
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,888,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,888,3
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,888,4
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14771,SFO,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14831,SJC,839,2
UA,United Air Lines Inc.,United Air Lines Inc.,14747,SEA,14831,SJC,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10136,ABI,698,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10140,ABQ,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10140,ABQ,694,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10140,ABQ,694,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10140,ABQ,698,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10140,ABQ,698,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10140,ABQ,698,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10140,ABQ,698,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10140,ABQ,721,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10299,ANC,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10299,ANC,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,614,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,614,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,614,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,614,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,694,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,698,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,838,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,838,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,838,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,838,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,839,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,839,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,839,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,839,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,888,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,888,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10397,ATL,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,614,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,614,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,614,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,614,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,694,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,694,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,694,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,694,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,694,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,698,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,698,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,698,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,698,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,698,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,721,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,721,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,721,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,838,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,838,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,838,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,838,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,839,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,839,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,839,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,839,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,839,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,888,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,888,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10423,AUS,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,614,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,614,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,614,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,614,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,694,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,694,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,694,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,694,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,698,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,698,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,698,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,698,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,698,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,838,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,838,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,838,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,838,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,839,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,839,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,839,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,839,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,888,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,888,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,888,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10693,BNA,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10713,BOI,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,622,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,622,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,622,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,622,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,623,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,623,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,623,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,839,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,839,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,839,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,839,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,839,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,888,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,888,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,888,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,888,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10721,BOS,889,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,614,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,614,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,614,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,614,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,694,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,694,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,694,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,694,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,694,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,698,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,698,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,698,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,698,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,698,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,838,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,838,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,838,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,838,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,838,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10800,BUR,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,614,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,614,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,614,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,614,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,698,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,838,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,838,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,838,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,838,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,838,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,839,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,839,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,839,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,839,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,839,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,888,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,888,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,888,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,888,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10821,BWI,888,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10849,BZN,614,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10849,BZN,614,2
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10849,BZN,694,1
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10849,BZN,694,3
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10849,BZN,694,4
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10849,BZN,694,5
UA,United Air Lines Inc.,United Air Lines Inc.,14771,SFO,10849,BZN,698,1
