trip_id,show,season,episode,episode_code,episode_title,episode_destination,air_date,start_date,end_date,duration_days,traveler_name,destination_city,destination_country,destination_airport,destination_airport_name,destination_lat,destination_lng,origin_airport,origin_alternates,nonstop_airlines,nonstop_airline_count,distance_km,is_domestic,notes
93,Parts Unknown,5,3,PU S5.E3,Miami,"Miami, United States",2015-05-03,2015-05-03,2015-05-08,5,Anthony Bourdain,Miami,United States,MIA,Miami International Airport,25.79319953918457,-80.29060363769531,JFK,LGA|EWR,AA|CX|DL|US,4,1757.1,1,
94,Parts Unknown,5,4,PU S5.E4,Scotland,"Edinburgh, United Kingdom",2015-05-10,2015-05-10,2015-05-15,5,Anthony Bourdain,Edinburgh,United Kingdom,EDI,Edinburgh Airport,55.95000076293945,-3.372499942779541,JFK,EWR,DL,1,5225.1,0,
95,Parts Unknown,5,7,PU S5.E7,Budapest,"Budapest, Hungary",2015-06-07,2015-06-07,2015-06-12,5,Anthony Bourdain,Budapest,Hungary,BUD,Budapest Liszt Ferenc International Airport,47.42976,19.261093,JFK,,LO,1,7016.5,0,
96,Parts Unknown,5,8,PU S5.E8,Hawaii,"Honolulu, United States",2015-06-14,2015-06-14,2015-06-19,5,Anthony Bourdain,Honolulu,United States,HNL,Daniel K Inouye International Airport,21.32062,-157.924228,JFK,EWR,HA,1,8006.8,1,
97,Parts Unknown,6,2,PU S6.E2,Cuba,"Havana, Cuba",2015-09-27,2015-09-27,2015-10-02,5,Anthony Bourdain,Havana,Cuba,HAV,José Martí International Airport,22.989200592041016,-82.40910339355469,JFK,EWR,B6,1,2122.6,0,
98,Parts Unknown,6,3,PU S6.E3,"Marseille, France","Marseille, France",2015-10-04,2015-10-04,2015-10-09,5,Anthony Bourdain,Nice,France,NCE,Nice-Côte d'Azur Airport,43.6584014893,7.215869903560001,JFK,,AF|DL,2,6406.9,0,MRS (Marseille) has no New York nonstop; resolved to NCE
99,Parts Unknown,6,5,PU S6.E5,Bay Area,"San Francisco, United States",2015-10-18,2015-10-18,2015-10-23,5,Anthony Bourdain,San Francisco,United States,SFO,San Francisco International Airport,37.61899948120117,-122.375,JFK,EWR,AA|AS|B6|DL|UA|US|VX,7,4151.8,1,
100,Parts Unknown,6,8,PU S6.E8,Istanbul,"Istanbul, Turkey",2015-11-08,2015-11-08,2015-11-13,5,Anthony Bourdain,Istanbul,Turkey,IST,Istanbul Airport,41.275278,28.751944,JFK,,TK|US,2,8026.8,0,
101,Parts Unknown,6,9,PU S6.E9,"Charleston, SC","Charleston, United States",2015-11-15,2015-11-15,2015-11-20,5,Anthony Bourdain,Charleston,United States,CHS,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,JFK,LGA|EWR,B6|DL,2,1025.0,1,
102,Parts Unknown,7,3,PU S7.E3,Chicago,"Chicago, United States",2016-05-01,2016-05-01,2016-05-06,5,Anthony Bourdain,Chicago,United States,ORD,Chicago O'Hare International Airport,41.9786,-87.9048,JFK,LGA|EWR,AA|B6|CX|DL|QR|US,6,1187.8,1,
103,Parts Unknown,7,4,PU S7.E4,The Greek Islands,"Naxos, Greece",2016-05-08,2016-05-08,2016-05-13,5,Anthony Bourdain,Athens,Greece,ATH,Eleftherios Venizelos International Airport,37.9364013672,23.9444999695,JFK,,DL,1,7932.5,0,island episode; Athens is the mainland gateway; JTR (Naxos) has no New York nonstop; resolved to ATH
104,Parts Unknown,7,5,PU S7.E5,Montana,"Livingston, United States",2016-05-15,2016-05-15,2016-05-20,5,Anthony Bourdain,Livingston,United States,BZN,Gallatin Field,45.77750015,-111.1529999,EWR,,UA,1,3021.0,1,"a return to Livingston, also the subject of No Reservations S5.E17"
105,Parts Unknown,7,7,PU S7.E7,Senegal,"Dakar, Senegal",2016-05-29,2016-05-29,2016-06-03,5,Anthony Bourdain,Dakar,Senegal,DKR,Léopold Sédar Senghor International Airport,14.739700317382812,-17.49020004272461,JFK,,DL,1,6120.2,0,
106,Parts Unknown,7,8,PU S7.E8,"Cologne, Germany","Cologne, Germany",2016-06-05,2016-06-05,2016-06-10,5,Anthony Bourdain,Duesseldorf,Germany,DUS,Düsseldorf Airport,51.289501,6.76678,JFK,EWR,AA|AB|EW,3,6017.2,0,CGN (Cologne) has no New York nonstop; resolved to DUS
107,Parts Unknown,8,3,PU S8.E3,Nashville,"Nashville, United States",2016-10-02,2016-10-02,2016-10-07,5,Anthony Bourdain,Nashville,United States,BNA,Nashville International Airport,36.1245002746582,-86.6781997680664,JFK,LGA|EWR,AA|DL|US,3,1229.8,1,
108,Parts Unknown,8,5,PU S8.E5,London,"London, United Kingdom",2016-10-23,2016-10-23,2016-10-28,5,Anthony Bourdain,London,United Kingdom,LHR,London Heathrow Airport,51.4706,-0.461941,JFK,EWR,AA|AF|AI|AY|BA|DL|IB|KL|KU|MH|US|VS,12,5539.7,0,
109,Parts Unknown,8,6,PU S8.E6,Houston,"Houston, United States",2016-10-30,2016-10-30,2016-11-04,5,Anthony Bourdain,Houston,United States,IAH,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,JFK,LGA|EWR,B6|DL|QR,3,2277.9,1,
110,Parts Unknown,8,7,PU S8.E7,Japan with Masa,"Tokyo, Japan",2016-11-13,2016-11-13,2016-11-18,5,Anthony Bourdain,Tokyo,Japan,NRT,Narita International Airport,35.7647018433,140.386001587,JFK,EWR,AA|DL|JL|NH|UA,5,10830.5,0,
111,Parts Unknown,8,8,PU S8.E8,Buenos Aires,"Buenos Aires, Argentina",2016-11-20,2016-11-20,2016-11-25,5,Anthony Bourdain,Buenos Aires,Argentina,EZE,Ministro Pistarini International Airport,-34.8222,-58.5358,JFK,EWR,4M|AA|AR,3,8534.8,0,
112,Parts Unknown,8,9,PU S8.E9,"Minas Gerais, Brazil","Belo Horizonte, Brazil",2016-11-27,2016-11-27,2016-12-02,5,Anthony Bourdain,Sao Paulo,Brazil,GRU,Guarulhos - Governador André Franco Montoro International Airport,-23.435556411743164,-46.47305679321289,JFK,EWR,AA|DL|G3|JJ|LA|US,6,7664.0,0,CNF (Belo Horizonte) has no New York nonstop; resolved to GRU
113,Parts Unknown,8,10,PU S8.E10,Rome,"Rome, Italy",2016-12-04,2016-12-04,2016-12-09,5,Anthony Bourdain,Rome,Italy,FCO,Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889,JFK,EWR,AA|AY|AZ|BA|DL|IB|US,7,6865.7,0,
114,Parts Unknown,9,2,PU S9.E2,Los Angeles,"Los Angeles, United States",2017-04-30,2017-04-30,2017-05-05,5,Anthony Bourdain,Los Angeles,United States,LAX,Los Angeles International Airport,33.94250107,-118.4079971,JFK,EWR,AA|AS|B6|DL|QF|UA|US|VX,8,3974.2,1,
115,Parts Unknown,9,8,PU S9.E8,Trinidad,"Port of Spain, Trinidad and Tobago",2017-06-25,2017-06-25,2017-06-30,5,Anthony Bourdain,Port of Spain,Trinidad and Tobago,POS,Piarco International Airport,10.595399856567385,-61.33720016479492,JFK,EWR,B6|BW,2,3557.4,0,
116,Parts Unknown,9,9,PU S9.E9,"Porto, Portugal","Porto, Portugal",2017-07-02,2017-07-02,2017-07-07,5,Anthony Bourdain,Porto,Portugal,OPO,Francisco de Sá Carneiro Airport,41.2481002808,-8.68138980865,EWR,,TP|US,2,5360.7,0,
117,Parts Unknown,10,1,PU S10.E1,Singapore,"Singapore, Singapore",2017-10-01,2017-10-01,2017-10-06,5,Anthony Bourdain,Singapore,Singapore,SIN,Singapore Changi Airport,1.35019,103.994003,JFK,EWR,SQ,1,15340.6,0,
118,Parts Unknown,10,2,PU S10.E2,French Alps,"Chamonix, France",2017-10-08,2017-10-08,2017-10-13,5,Anthony Bourdain,Geneva,Switzerland,GVA,Geneva Cointrin International Airport,46.23809814453125,6.108950138092041,JFK,EWR,LX|UA,2,6201.2,0,"Chamonix is served from Geneva, across the Swiss border; Chamonix, France is served from GVA in Switzerland"
119,Parts Unknown,10,3,PU S10.E3,"Lagos, Nigeria","Lagos, Nigeria",2017-10-15,2017-10-15,2017-10-20,5,Anthony Bourdain,Lagos,Nigeria,LOS,Murtala Muhammed International Airport,6.5773701667785645,3.321160078048706,JFK,,DL|W3,2,8444.4,0,
120,Parts Unknown,10,4,PU S10.E4,Pittsburgh,"Pittsburgh, United States",2017-10-22,2017-10-22,2017-10-27,5,Anthony Bourdain,Pittsburgh,United States,PIT,Pittsburgh International Airport,40.49150085,-80.23290253,JFK,LGA|EWR,AA|DL|US,3,545.3,1,
121,Parts Unknown,10,6,PU S10.E6,Puerto Rico,"San Juan, Puerto Rico",2017-11-05,2017-11-05,2017-11-10,5,Anthony Bourdain,San Juan,Puerto Rico,SJU,Luis Munoz Marin International Airport,18.4393997192,-66.0018005371,JFK,EWR,AA|AY|B6|DL|US,5,2577.9,0,
122,Parts Unknown,10,7,PU S10.E7,Seattle,"Seattle, United States",2017-11-19,2017-11-19,2017-11-24,5,Anthony Bourdain,Seattle,United States,SEA,Seattle Tacoma International Airport,47.449001,-122.308998,JFK,EWR,AA|AS|B6|CI|DL|US,6,3886.6,1,
123,Parts Unknown,10,8,PU S10.E8,Southern Italy,"Bari, Italy",2017-11-26,2017-11-26,2017-12-01,5,Anthony Bourdain,Rome,Italy,FCO,Leonardo da Vinci–Fiumicino Airport,41.8002778,12.2388889,JFK,EWR,AA|AY|AZ|BA|DL|IB|US,7,6865.7,0,"Apulia and Basilicata; Bari is the regional airport, Rome the intercontinental one; BRI (Bari) has no New York nonstop; resolved to FCO"
124,Parts Unknown,11,1,PU S11.E1,West Virginia,"Charleston, United States",2018-04-29,2018-04-29,2018-05-04,5,Anthony Bourdain,Pittsburgh,United States,PIT,Pittsburgh International Airport,40.49150085,-80.23290253,JFK,LGA|EWR,AA|DL|US,3,545.3,1,"Charleston, West Virginia -- not the South Carolina one; CRW (Charleston) has no New York nonstop; resolved to PIT"
125,Parts Unknown,11,3,PU S11.E3,Newfoundland,"St. John's, Canada",2018-05-13,2018-05-13,2018-05-18,5,Anthony Bourdain,St. John's,Canada,YYT,St. John's International Airport,47.618598938,-52.7518997192,EWR,,UA,1,1866.1,0,
126,Parts Unknown,11,5,PU S11.E5,Hong Kong,"Hong Kong, Hong Kong",2018-06-03,2018-06-03,2018-06-08,5,Anthony Bourdain,Hong Kong,Hong Kong,HKG,Hong Kong International Airport,22.308901,113.915001,JFK,EWR,AA|CX,2,12970.4,0,
127,Parts Unknown,11,6,PU S11.E6,Berlin,"Berlin, Germany",2018-06-10,2018-06-10,2018-06-15,5,Anthony Bourdain,Berlin,Germany,TXL,Berlin-Tegel Airport,52.5597,13.2877,JFK,EWR,AA|AB,2,6367.7,0,
128,Parts Unknown,11,7,PU S11.E7,Cajun Mardi Gras,"Lafayette, United States",2018-06-17,2018-06-17,2018-06-22,5,Anthony Bourdain,New Orleans,United States,MSY,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,JFK,LGA|EWR,9E|AF|AZ|B6|DL|EY|JL|KL|LH|QR|VS,11,1901.5,1,LFT (Lafayette) has no New York nonstop; resolved to MSY
129,Parts Unknown,12,1,PU S12.E1,Kenya,"Nairobi, Kenya",2018-09-23,2018-09-23,2018-09-28,5,Anthony Bourdain,Nairobi,Kenya,NBO,Jomo Kenyatta International Airport,-1.31923997402,36.9277992249,JFK,,KQ,1,11837.1,0,
130,Parts Unknown,12,2,PU S12.E2,"Asturias, Spain","Oviedo, Spain",2018-09-30,2018-09-30,2018-10-05,5,Anthony Bourdain,Madrid,Spain,MAD,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,JFK,EWR,AA|AF|AY|BA|DL|IB|KL|US|UX,9,5762.2,0,OVD (Oviedo) has no New York nonstop; resolved to MAD
